Type,Name,Datatype,Justify,Cacheable,Length,Decimals,UnitType,Unit,Precision
OBJECT,CONNECTED_ASSEMBLIES,string,LEFT,TRUE,20,0,,,
OBJECT,CONNECTED_PARTS,string,LEFT,TRUE,20,0,,,
OBJECT,CONNECTION_CODE,string,LEFT,TRUE,12,0,,,
OBJECT,CONNECTION_DSTV,string,LEFT,TRUE,10,0,,,
OBJECT,CONNECTION_ERROR,int,LEFT,TRUE,2,0,,,
OBJECT,CONNECTION_GROUP,int,LEFT,TRUE,3,0,,,
OBJECT,CONNECTION_NUMBER,int,LEFT,TRUE,10,0,,,
OBJECT,CONNECTION_RUNNING_NUMBER,int,LEFT,TRUE,8,0,,,
OBJECT,CONTENTTYPE,string,LEFT,TRUE,20,0,,,
OBJECT,CONTINUOUSBEAMMODE,int,LEFT,TRUE,1,0,,,
OBJECT,CONTRACTOR,string,LEFT,TRUE,20,0,,,
OBJECT,COVER_AREA,double,RIGHT,TRUE,7,2,Area,mm2,
OBJECT,CROSS_SECTION_AREA,double,RIGHT,TRUE,7,2,Area,mm2,
OBJECT,CROSS_SECTION_AREA_START,double,RIGHT,TRUE,7,2,Area,mm2,
OBJECT,CROSS_SECTION_AREA_END,double,RIGHT,TRUE,7,2,Area,mm2,
OBJECT,CURRENT_PHASE,int,RIGHT,TRUE,5,0,,,
OBJECT,CURRENT_USER,string,LEFT,TRUE,20,0,,,
OBJECT,CURVED_SEGMENTS,int,RIGHT,TRUE,4,0,,,
OBJECT,CREATED,string,LEFT,TRUE,14,0,,,
OBJECT,CREATED_BY,string,LEFT,TRUE,14,0,,,
OBJECT,DATE,int,LEFT,TRUE,12,0,Date,dd.mm.yyyy,
OBJECT,DATE_CHECKED,int,LEFT,TRUE,12,0,Date,dd.mm.yyyy,
OBJECT,DATE_CREATE,int,LEFT,TRUE,12,0,Date,dd.mm.yyyy,
OBJECT,DATE_END,int,LEFT,TRUE,12,0,Date,dd.mm.yyyy,
OBJECT,DATE_ISSUE,int,LEFT,TRUE,12,0,Date,dd.mm.yyyy,
OBJECT,DATE_LAST,int,LEFT,TRUE,12,0,Date,dd.mm.yyyy,
OBJECT,DATE_MODIFY,int,LEFT,TRUE,12,0,Date,dd.mm.yyyy,
OBJECT,DATE_PLOT,int,LEFT,TRUE,12,0,Date,dd.mm.yyyy,
OBJECT,DATE_APPROVED,int,LEFT,TRUE,12,0,Date,dd.mm.yyyy,
OBJECT,DATE_START,int,LEFT,TRUE,12,0,Date,dd.mm.yyyy,
OBJECT,DELIVERY,string,LEFT,TRUE,20,0,,,
OBJECT,DESCRIPTION,string,LEFT,TRUE,20,0,,,
OBJECT,DESIGNER,string,LEFT,TRUE,20,0,,,
OBJECT,DIAMETER,double,RIGHT,TRUE,5,0,Length,mm,
OBJECT,DIAMETER_1,double,RIGHT,TRUE,7,2,Length,mm,
OBJECT,DIAMETER_2,double,RIGHT,TRUE,7,2,Length,mm,
OBJECT,DIAMETER_ACTUAL,double,RIGHT,TRUE,7,2,Length,mm,
OBJECT,DIAMETER_NOMINAL,double,RIGHT,TRUE,7,2,Length,mm,
OBJECT,DIAMETER_X,double,RIGHT,TRUE,5,0,Length,mm,
OBJECT,DIAMETER_Y,double,RIGHT,TRUE,5,0,Length,mm,
OBJECT,DIM_A,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_A_MAX,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_A_MIN,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_B,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_B_MAX,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_B_MIN,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_C,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_C_MAX,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_C_MIN,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_D,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_D_MAX,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_D_MIN,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_E,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_E_MAX,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_E_MIN,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_F,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_F_MAX,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_F_MIN,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_G,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_G_MAX,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_G_MIN,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_H1,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_H1_MAX,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_H1_MIN,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_H2,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_H2_MAX,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_H2_MIN,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_I,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_I_MAX,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_I_MIN,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_J,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_J_MAX,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_J_MIN,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_K1,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_K1_MAX,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_K1_MIN,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_K2,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_K2_MAX,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_K2_MIN,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_K,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_K_MAX,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_K_MIN,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_L,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_L_MAX,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_L_MIN,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_O,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_O_MAX,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_O_MIN,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_R,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_R_ALL,string,LEFT,TRUE,40,0,,,
OBJECT,DIM_R_MAX,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_R_MIN,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_TD,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_TD_MAX,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_TD_MIN,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_WEIGHT,double,RIGHT,TRUE,8,0,Weight,kg,
OBJECT,DIM_X,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_X_MAX,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_X_MIN,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_Y,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_Y_MAX,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIM_Y_MIN,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIMENSION_A,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIMENSION_B,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,DIRECTION,string,LEFT,TRUE,3,0,,,
OBJECT,DISCIPLINE,string,LEFT,TRUE,20,0,,,
OBJECT,DISPERSIONANGLE,double,LEFT,TRUE,3,0,Angle,Degrees,
OBJECT,DR_DEFAULT_HOLE_SIZE,double,LEFT,TRUE,2,0,Length,mm,
OBJECT,DR_DEFAULT_WELD_SIZE,double,LEFT,TRUE,3,0,Length,mm,
OBJECT,DR_PART_POS,string,LEFT,TRUE,20,0,,,
OBJECT,ECCENTRICITY_X,double,RIGHT,TRUE,7,2,Length,mm,
OBJECT,ECCENTRICITY_Y,double,RIGHT,TRUE,7,2,Length,mm,
OBJECT,EDGE_FOLD,double,RIGHT,TRUE,7,2,,,
OBJECT,EDGE_FOLD_1,double,RIGHT,TRUE,7,2,,,
OBJECT,EDGE_FOLD_2,double,RIGHT,TRUE,7,2,,,
OBJECT,END_X,double,RIGHT,TRUE,20,0,Length,mm,
OBJECT,END_Y,double,RIGHT,TRUE,20,0,Length,mm,
OBJECT,END_Z,double,RIGHT,TRUE,20,0,Length,mm,
OBJECT,END_X_IN_WORK_PLANE,double,RIGHT,TRUE,20,0,Length,mm,
OBJECT,END_Y_IN_WORK_PLANE,double,RIGHT,TRUE,20,0,Length,mm,
OBJECT,END_Z_IN_WORK_PLANE,double,RIGHT,TRUE,20,0,Length,mm,
OBJECT,END1_ANGLE_Y,double,LEFT,TRUE,8,1,Angle,Degrees,
OBJECT,END1_ANGLE_Z,double,LEFT,TRUE,8,1,Angle,Degrees,
OBJECT,END1_CUT_ANGLE_Y,double,LEFT,TRUE,8,1,Angle,Degrees,
OBJECT,END1_CUT_ANGLE_Z,double,LEFT,TRUE,8,1,Angle,Degrees,
OBJECT,END1_CODE,int,LEFT,TRUE,3,0,,,
OBJECT,END1_SKEW,int,LEFT,TRUE,3,0,,,
OBJECT,END2_ANGLE_Y,double,LEFT,TRUE,8,1,Angle,Degrees,
OBJECT,END2_ANGLE_Z,double,LEFT,TRUE,8,1,Angle,Degrees,
OBJECT,END2_CUT_ANGLE_Y,double,LEFT,TRUE,8,1,Angle,Degrees,
OBJECT,END2_CUT_ANGLE_Z,double,LEFT,TRUE,8,1,Angle,Degrees,
OBJECT,END2_CODE,int,LEFT,TRUE,3,0,,,
OBJECT,END2_SKEW,int,LEFT,TRUE,3,0,,,
OBJECT,EXTERNAL_GUID,string,LEFT,TRUE,40,0,,,
OBJECT,EXTRA_LENGTH,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,FILTER,string,LEFT,TRUE,20,0,,,
OBJECT,FILTERINCLUDE,int,LEFT,TRUE,1,0,,,
OBJECT,FLANGE_LENGTH_B,double,LEFT,TRUE,8,0,Length,mm,
OBJECT,FLANGE_LENGTH_U,double,LEFT,TRUE,8,0,Length,mm,
OBJECT,FLANGE_SLOPE_RATIO,double,RIGHT,TRUE,7,2,,,
OBJECT,FLANGE_THICKNESS,double,RIGHT,TRUE,7,1,Length,mm,
OBJECT,FLANGE_THICKNESS_1,double,RIGHT,TRUE,7,1,Length,mm,
OBJECT,FLANGE_THICKNESS_2,double,RIGHT,TRUE,7,1,Length,mm,
OBJECT,FLANGE_THICKNESS_B,double,LEFT,TRUE,4,1,Length,mm,
OBJECT,FLANGE_THICKNESS_U,double,LEFT,TRUE,4,1,Length,mm,
OBJECT,FLANGE_WIDTH,double,RIGHT,TRUE,7,0,Length,mm,
OBJECT,FLANGE_WIDTH_1,double,RIGHT,TRUE,7,0,Length,mm,
OBJECT,FLANGE_WIDTH_2,double,RIGHT,TRUE,7,0,Length,mm,
OBJECT,FLANGE_WIDTH_B,double,LEFT,TRUE,4,0,Length,mm,
OBJECT,FLANGE_WIDTH_U,double,LEFT,TRUE,4,0,Length,mm,
OBJECT,FINISH,string,LEFT,TRUE,20,0,,,
OBJECT,GRADE,string,LEFT,TRUE,10,0,,,
OBJECT,GROUP_ID,int,LEFT,TRUE,10,0,,,
OBJECT,GROUP_NAME,string,LEFT,TRUE,20,0,,,
OBJECT,GROUP_TYPE,int,LEFT,TRUE,5,0,,,
OBJECT,GROUP_TYPENAME,string,LEFT,TRUE,25,0,,,
OBJECT,GUID,string,LEFT,TRUE,40,0,,,
OBJECT,HAS_CONNECTIONS,int,LEFT,TRUE,1,0,,,
OBJECT,HAS_HOLES,int,LEFT,TRUE,1,0,,,
OBJECT,HEAD_DIAMETER,double,LEFT,TRUE,5,0,Length,mm,
OBJECT,HEAD_THICKNESS,double,LEFT,TRUE,5,0,Length,mm,
OBJECT,HEAD_TYPE,string,LEFT,TRUE,20,0,,,
OBJECT,HEIGHT,double,RIGHT,TRUE,8,0,Length,mm,
OBJECT,HEIGHT_1,double,RIGHT,TRUE,7,0,Length,mm,
OBJECT,HEIGHT_2,double,RIGHT,TRUE,7,0,Length,mm,
OBJECT,HEIGHT_3,double,RIGHT,TRUE,7,0,Length,mm,
OBJECT,HEIGHT_4,double,RIGHT,TRUE,7,0,Length,mm,
OBJECT,HIERARCHY_LEVEL,int,RIGHT,TRUE,2,0,,,
OBJECT,HOLE_TOLERANCE,double,RIGHT,TRUE,2,0,Length,mm,
OBJECT,HOOK_END,double,RIGHT,TRUE,1,0,,,
OBJECT,HOOK_END_ANGLE,string,RIGHT,TRUE,3,0,Angle,Degrees,
OBJECT,HOOK_END_RADIUS,double,RIGHT,TRUE,7,0,,,
OBJECT,HOOK_END_LENGTH,double,RIGHT,TRUE,7,0,Length,mm,
OBJECT,HOOK_START,double,RIGHT,TRUE,1,0,,,
OBJECT,HOOK_START_ANGLE,string,RIGHT,TRUE,3,0,Angle,Degrees,
OBJECT,HOOK_START_RADIUS,double,RIGHT,TRUE,7,0,,,
OBJECT,HOOK_START_LENGTH,double,RIGHT,TRUE,7,0,Length,mm,
OBJECT,ID,int,LEFT,TRUE,10,0,,,
OBJECT,INCOMPATIBLE,int,LEFT,TRUE,5,0,,,
OBJECT,INFO1,string,LEFT,TRUE,20,0,,,
OBJECT,INFO2,string,LEFT,TRUE,20,0,,,
OBJECT,INNER_DIAMETER,double,RIGHT,TRUE,5,0,Length,mm,
OBJECT,IS_CONCEPTUAL,int,LEFT,TRUE,1,0,,,
OBJECT,IS_FROZEN,int,LEFT,TRUE,1,0,,,
OBJECT,IS_ISSUED,int,LEFT,TRUE,1,0,,,
OBJECT,IS_ITEM,int,LEFT,TRUE,1,0,,,
OBJECT,IS_LOCKED,int,LEFT,TRUE,1,0,,,
OBJECT,IS_READY_FOR_ISSUE,int,LEFT,TRUE,1,0,,,
OBJECT,IS_POLYBEAM,int,LEFT,TRUE,1,0,,,
OBJECT,IS_POUR_BREAK_VALID,int,LEFT,TRUE,1,0,,,
OBJECT,LAST,string,LEFT,TRUE,10,0,,,
OBJECT,LAST_CREATED_BY,string,LEFT,TRUE,40,0,,,
OBJECT,LAST_CHECKED_BY,string,LEFT,TRUE,40,0,,,
OBJECT,LAST_DATE_CREATE,int,LEFT,TRUE,12,0,Date,dd.mm.yyyy,
OBJECT,LAST_DATE_CHECKED,int,LEFT,TRUE,12,0,Date,dd.mm.yyyy,
OBJECT,LAST_DATE_APPROVED,int,LEFT,TRUE,12,0,Date,dd.mm.yyyy,
OBJECT,LAST_DESCRIPTION,string,LEFT,TRUE,20,0,,,
OBJECT,LAST_DELIVERY,string,LEFT,TRUE,40,0,,,
OBJECT,LAST_INFO1,string,LEFT,TRUE,40,0,,,
OBJECT,LAST_INFO2,string,LEFT,TRUE,40,0,,,
OBJECT,LAST_MARK,string,LEFT,TRUE,10,0,,,
OBJECT,LAST_APPROVED_BY,string,LEFT,TRUE,40,0,,,
OBJECT,LAST_TEXT1,string,LEFT,TRUE,40,0,,,
OBJECT,LAST_TEXT2,string,LEFT,TRUE,40,0,,,
OBJECT,LAST_TEXT3,string,LEFT,TRUE,40,0,,,
